#class tools::histo::h1d
#title Deposited Energy (MeV)
#dimension 1
#axis fixed 1024 0 3.5
#annotation axis_x.title 
#bin_number 1026
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
581,581,581,0.554836,0.00132005
344,344,344,1.7572,0.00930596
375,375,375,3.20523,0.0277789
381,381,381,4.53795,0.0544095
379,379,379,5.85919,0.0909285
370,370,370,6.95773,0.131205
346,346,346,7.66846,0.170306
373,373,373,9.52,0.243343
401,401,401,11.6465,0.338663
364,364,364,11.8311,0.384913
396,396,396,14.2058,0.509979
376,376,376,14.7807,0.581409
377,377,377,16.1156,0.689255
337,337,337,15.5517,0.717991
368,368,368,18.2458,0.904988
356,356,356,18.9009,1.00386
347,347,347,19.5921,1.10653
356,356,356,21.2983,1.27453
378,378,378,23.8996,1.51146
376,376,376,25.0488,1.6691
362,362,362,25.354,1.77612
372,372,372,27.3968,2.01808
338,338,338,25.9852,1.99801
370,370,370,29.7621,2.39435
351,351,351,29.409,2.46443
341,341,341,29.7647,2.5984
333,333,333,30.1735,2.73438
343,343,343,32.2785,3.03793
329,329,329,32.0706,3.12654
343,343,343,34.5639,3.48333
334,334,334,34.8108,3.62846
317,317,317,34.1287,3.67464
363,363,363,40.3523,4.48605
328,328,328,37.5236,4.29308
351,351,351,41.4042,4.8844
354,354,354,42.9777,5.2181
330,330,330,41.1522,5.13215
344,344,344,44.0665,5.64528
304,304,304,40.011,5.26633
311,311,311,42.0308,5.68061
348,348,348,48.1807,6.67096
344,344,344,48.7814,6.91784
331,331,331,48.0887,6.98675
335,335,335,49.8295,7.41222
305,305,305,46.3554,7.04561
312,312,312,48.5407,7.55223
317,317,317,50.356,7.99942
364,364,364,59.0529,9.58068
344,344,344,57.006,9.44707
325,325,325,54.9697,9.29776
322,322,322,55.5791,9.59359
335,335,335,58.9679,10.3801
295,295,295,52.9144,9.49161
330,330,330,60.3596,11.0406
276,276,276,51.4191,9.57968
332,332,332,62.9626,11.9409
288,288,288,55.6303,10.7459
321,321,321,63.1067,12.4067
321,321,321,64.1662,12.8268
327,327,327,66.4989,13.5235
314,314,314,64.9294,13.4265
320,320,320,67.2646,14.1395
289,289,289,61.739,13.1896
323,323,323,70.0894,15.2094
306,306,306,67.4383,14.8628
312,312,312,69.8545,15.6402
327,327,327,74.3304,16.8963
317,317,317,73.1214,16.867
347,347,347,81.2457,19.023
331,331,331,78.6183,18.6736
347,347,347,83.6117,20.1471
312,312,312,76.2448,18.6326
293,293,293,72.6227,18.0005
288,288,288,72.3567,18.1791
313,313,313,79.6776,20.2831
326,326,326,84.1121,21.7023
293,293,293,76.5993,20.0257
297,297,297,78.6964,20.8525
315,315,315,84.5318,22.6848
354,354,354,96.2143,26.1506
333,333,333,91.6214,25.209
325,325,325,90.5097,25.2065
317,317,317,89.3873,25.2056
299,299,299,85.3349,24.355
316,316,316,91.2504,26.3504
313,313,313,91.4524,26.7208
295,295,295,87.2109,25.7824
334,334,334,99.8994,29.8803
310,310,310,93.8036,28.3846
318,318,318,97.2967,29.7696
311,311,311,96.2171,29.7679
286,286,286,89.4608,27.9836
311,311,311,98.3359,31.0934
304,304,304,97.1762,31.0635
321,321,321,103.689,33.4935
339,339,339,110.649,36.116
313,313,313,103.235,34.0499
312,312,312,103.971,34.6475
311,311,311,104.741,35.276
324,324,324,110.21,37.4887
324,324,324,111.289,38.2261
330,330,330,114.474,39.7104
309,309,309,108.291,37.9517
331,331,331,117.081,41.4138
320,320,320,114.279,40.812
319,319,319,115.033,41.482
310,310,310,112.851,41.0818
308,308,308,113.148,41.5665
323,323,323,119.795,44.4299
338,338,338,126.498,47.3425
315,315,315,118.984,44.9435
299,299,299,113.956,43.4315
319,319,319,122.669,47.1715
301,301,301,116.797,45.3213
290,290,290,113.488,44.4128
321,321,321,126.758,50.0549
324,324,324,129.013,51.3716
331,331,331,132.929,53.384
325,325,325,131.595,53.2843
318,318,318,129.901,53.0638
290,290,290,119.461,49.2105
333,333,333,138.294,57.4336
318,318,318,133.172,55.7703
307,307,307,129.61,54.7192
326,326,326,138.709,59.019
313,313,313,134.241,57.5742
337,337,337,145.73,63.0185
328,328,328,142.922,62.2767
358,358,358,157.263,69.0834
329,329,329,145.647,64.4775
371,371,371,165.472,73.8034
356,356,356,159.994,71.9048
407,407,407,184.304,83.4597
399,399,399,182.104,83.1129
399,399,399,183.45,84.3461
405,405,405,187.603,86.9014
377,377,377,175.905,82.0757
392,392,392,184.277,86.6276
374,374,374,177.048,83.8132
406,406,406,193.57,92.289
382,382,382,183.456,88.1049
434,434,434,209.895,101.512
398,398,398,193.871,94.4373
395,395,395,193.752,95.0378
411,411,411,202.965,100.231
350,350,350,174.024,86.527
389,389,389,194.751,97.5014
401,401,401,202.146,101.903
361,361,361,183.229,93.0004
361,361,361,184.454,94.2474
329,329,329,169.242,87.0604
340,340,340,176.061,91.1698
346,346,346,180.336,93.9918
331,331,331,173.654,91.1055
337,337,337,177.947,93.9623
306,306,306,162.639,86.4432
328,328,328,175.474,93.8757
298,298,298,160.446,86.3864
305,305,305,165.227,89.5083
330,330,330,179.932,98.1084
334,334,334,183.216,100.503
298,298,298,164.482,90.7866
320,320,320,177.73,98.7128
313,313,313,174.906,97.7384
322,322,322,181.049,101.797
317,317,317,179.336,101.455
317,317,317,180.418,102.683
312,312,312,178.592,102.228
327,327,327,188.332,108.468
341,341,341,197.561,114.458
340,340,340,198.141,115.47
305,305,305,178.76,104.771
313,313,313,184.532,108.792
296,296,296,175.549,104.113
306,306,306,182.492,108.835
316,316,316,189.544,113.693
305,305,305,183.992,110.993
328,328,328,199.012,120.75
329,329,329,200.72,122.458
332,332,332,203.69,124.97
315,315,315,194.337,119.895
336,336,336,208.455,129.326
264,264,264,164.686,102.733
328,328,328,205.711,129.016
298,298,298,187.914,118.495
335,335,335,212.4,134.668
292,292,292,186.13,118.646
305,305,305,195.483,125.291
325,325,325,209.356,134.862
317,317,317,205.32,132.985
322,322,322,209.676,136.535
327,327,327,214.011,140.064
294,294,294,193.445,127.283
314,314,314,207.656,137.329
322,322,322,214.031,142.265
294,294,294,196.47,131.294
322,322,322,216.282,145.274
339,339,339,228.824,154.456
301,301,301,204.207,138.54
288,288,288,196.379,133.906
303,303,303,207.646,142.301
281,281,281,193.55,133.316
306,306,306,211.794,146.591
286,286,286,198.927,138.364
324,324,324,226.46,158.285
330,330,330,231.797,162.818
292,292,292,206.093,145.46
332,332,332,235.465,167
317,317,317,225.89,160.966
303,303,303,216.995,155.403
303,303,303,217.994,156.837
301,301,301,217.562,157.253
313,313,313,227.335,165.117
331,331,331,241.547,176.269
340,340,340,249.244,182.713
334,334,334,246.023,181.219
322,322,322,238.275,176.32
349,349,349,259.441,192.865
359,359,359,268.1,200.217
302,302,302,226.541,169.936
311,311,311,234.379,176.636
341,341,341,258.165,195.452
346,346,346,263.166,200.163
337,337,337,257.428,196.644
322,322,322,247.07,189.576
338,338,338,260.519,200.799
320,320,320,247.764,191.834
333,333,333,258.96,201.382
317,317,317,247.567,193.342
338,338,338,265.109,207.937
328,328,328,258.38,203.537
357,357,357,282.497,223.543
342,342,342,271.808,216.023
335,335,335,267.343,213.35
310,310,310,248.453,199.126
323,323,323,259.964,209.231
344,344,344,278.099,224.822
329,329,329,267.068,216.794
353,353,353,287.769,234.593
344,344,344,281.605,230.527
327,327,327,268.812,220.979
337,337,337,278.181,229.628
329,329,329,272.695,226.027
378,378,378,314.633,261.889
339,339,339,283.299,236.751
340,340,340,285.296,239.394
337,337,337,283.952,239.254
351,351,351,296.933,251.195
325,325,325,276.067,234.502
330,330,330,281.417,239.987
339,339,339,290.242,248.497
328,328,328,281.982,242.421
325,325,325,280.472,242.045
330,330,330,285.938,247.759
335,335,335,291.397,253.47
365,365,365,318.747,278.356
347,347,347,304.219,266.712
348,348,348,306.278,269.558
343,343,343,303.055,267.762
375,375,375,332.581,294.961
353,353,353,314.352,279.936
361,361,361,322.66,288.393
348,348,348,312.258,280.187
331,331,331,298.129,268.523
354,354,354,320.029,289.318
339,339,339,307.61,279.128
345,345,345,314.262,286.262
352,352,352,321.824,294.235
390,390,390,357.945,328.525
391,391,391,360.151,331.736
343,343,343,317.111,293.176
321,321,321,297.925,276.51
347,347,347,323.179,300.994
359,359,359,335.588,313.703
366,366,366,343.379,322.157
383,383,383,360.66,339.622
378,378,378,357.222,337.587
378,378,378,358.533,340.068
353,353,353,336.018,319.853
369,369,369,352.559,336.851
374,374,374,358.597,343.829
390,390,390,375.23,361.019
398,398,398,384.319,371.108
387,387,387,374.994,363.362
381,381,381,370.486,360.262
406,406,406,396.177,386.591
397,397,397,388.764,380.7
410,410,410,402.897,395.917
363,363,363,357.968,353.007
413,413,413,408.658,404.361
378,378,378,375.35,372.718
439,439,439,437.367,435.741
368,368,368,367.922,367.844
384,384,384,385.215,386.435
404,404,404,406.655,409.328
425,425,425,429.252,433.547
401,401,401,406.401,411.875
420,420,420,427.046,434.21
417,417,417,425.43,434.031
430,430,430,440.153,450.546
420,420,420,431.396,443.101
420,420,420,432.812,446.015
438,438,438,452.864,468.232
435,435,435,451.286,468.182
434,434,434,451.695,470.111
415,415,415,433.35,452.512
458,458,458,479.784,502.604
419,419,419,440.37,462.831
439,439,439,462.908,488.119
416,416,416,440.088,465.571
428,428,428,454.223,482.054
399,399,399,424.836,452.346
412,412,412,440.04,469.988
460,460,460,492.954,528.269
415,415,415,446.042,479.406
444,444,444,478.829,516.391
450,450,450,486.785,526.577
470,470,470,510.031,553.471
462,462,462,502.958,547.548
476,476,476,519.803,567.638
449,449,449,491.873,538.841
409,409,409,449.428,493.853
472,472,472,520.249,573.43
452,452,452,499.777,552.605
448,448,448,496.937,551.22
458,458,458,509.567,566.941
498,498,498,555.773,620.249
468,468,468,523.912,586.504
492,492,492,552.402,620.221
473,473,473,532.683,599.897
