0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,6297
14,22801
15,25030
16,32953
17,36909
18,36560
19,26862
20,16257
21,9156
22,6648
23,6531
24,7966
25,9273
26,11460
27,14103
28,19218
29,29502
30,49673
31,75930
32,132808
33,165139
34,167001
35,123487
36,77981
37,37333
38,15900
39,6923
40,4377
41,3204
42,2507
43,1725
44,1283
45,737
46,539
47,383
48,387
49,438
50,422
51,431
52,495
53,470
54,421
55,403
56,406
57,378
58,399
59,316
60,371
61,336
62,380
63,301
64,365
65,353
66,312
67,257
68,243
69,228
70,186
71,147
72,199
73,140
74,122
75,134
76,128
77,128
78,139
79,136
80,123
81,107
82,118
83,108
84,99
85,116
86,61
87,89
88,106
89,81
90,68
91,113
92,84
93,74
94,90
95,64
96,80
97,62
98,70
99,70
100,76
101,60
102,71
103,47
104,60
105,41
106,59
107,43
108,63
109,63
110,48
111,54
112,50
113,65
114,35
115,40
116,46
117,31
118,36
119,37
120,40
121,33
122,32
123,32
124,36
125,29
126,31
127,39
128,46
129,24
130,23
131,18
132,40
133,23
134,31
135,28
136,29
137,25
138,18
139,19
140,33
141,33
142,27
143,18
144,14
145,17
146,11
147,15
148,10
149,19
150,27
151,22
152,20
153,25
154,22
155,22
156,26
157,20
158,13
159,8
160,21
161,25
162,17
163,8
164,12
165,21
166,11
167,13
168,16
169,8
170,11
171,10
172,21
173,21
174,19
175,4
176,12
177,10
178,10
179,14
180,8
181,5
182,12
183,3
184,6
185,12
186,7
187,15
188,12
189,8
190,14
191,8
192,14
193,18
194,6
195,5
196,10
197,4
198,8
199,10
200,9
201,2
202,8
203,5
204,7
205,5
206,8
207,7
208,11
209,0
210,4
211,8
212,12
213,2
214,2
215,8
216,2
217,4
218,14
219,8
220,1
221,6
222,3
223,4
224,4
225,4
226,6
227,4
228,2
229,7
230,4
231,8
232,8
233,8
234,11
235,9
236,4
237,4
238,6
239,6
240,5
241,8
242,9
243,4
244,4
245,6
246,1
247,2
248,8
249,0
250,5
251,11
252,4
253,6
254,8
255,0
256,9
257,2
258,6
259,4
260,2
261,4
262,4
263,2
264,2
265,2
266,4
267,0
268,2
269,6
270,4
271,4
272,0
273,4
274,4
275,2
276,4
277,0
278,3
279,2
280,2
281,1
282,5
283,2
284,1
285,6
286,2
287,4
288,0
289,4
290,0
291,2
292,6
293,0
294,9
295,4
296,2
297,2
298,6
299,0
300,0
301,0
302,6
303,2
304,4
305,4
306,4
307,3
308,4
309,1
310,0
311,1
312,2
313,4
314,4
315,0
316,0
317,0
318,4
319,0
320,6
321,4
322,2
323,4
324,0
325,2
326,3
327,0
328,0
329,6
330,4
331,6
332,1
333,2
334,0
335,3
336,0
337,2
338,5
339,3
340,0
341,4
342,8
343,0
344,0
345,6
346,4
347,2
348,2
349,2
350,3
351,6
352,3
353,3
354,0
355,2
356,0
357,3
358,2
359,6
360,2
361,0
362,0
363,0
364,0
365,1
366,2
367,2
368,0
369,6
370,0
371,2
372,2
373,2
374,0
375,2
376,4
377,0
378,2
379,0
380,2
381,0
382,5
383,2
384,0
385,1
386,0
387,2
388,2
389,2
390,4
391,0
392,2
393,2
394,6
395,0
396,4
397,2
398,0
399,2
400,0
401,0
402,2
403,4
404,2
405,5
406,0
407,2
408,6
409,2
410,0
411,2
412,2
413,2
414,2
415,4
416,2
417,4
418,2
419,2
420,2
421,0
422,0
423,0
424,4
425,2
426,4
427,0
428,0
429,0
430,0
431,2
432,2
433,2
434,2
435,0
436,2
437,0
438,0
439,0
440,2
441,0
442,0
443,2
444,2
445,2
446,0
447,0
448,0
449,3
450,0
451,6
452,2
453,0
454,0
455,0
456,2
457,0
458,0
459,2
460,2
461,0
462,4
463,0
464,2
465,0
466,0
467,2
468,2
469,2
470,4
471,0
472,2
473,0
474,3
475,0
476,2
477,4
478,0
479,2
480,2
481,0
482,0
483,0
484,2
485,2
486,0
487,2
488,0
489,1
490,0
491,0
492,0
493,0
494,2
495,0
496,0
497,2
498,0
499,0
500,0
501,0
502,0
503,0
504,2
505,0
506,2
507,2
508,0
509,4
510,0
511,0
512,0
513,2
514,2
515,0
516,0
517,2
518,0
519,0
520,2
521,2
522,0
523,0
524,0
525,0
