0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,659
14,2615
15,2954
16,3351
17,3576
18,3877
19,3803
20,4180
21,3991
22,4500
23,4552
24,5879
25,7380
26,8647
27,8699
28,7919
29,6836
30,6296
31,5223
32,5928
33,5604
34,5811
35,5682
36,6485
37,7223
38,9637
39,11623
40,17300
41,21120
42,23204
43,21558
44,18964
45,15055
46,11899
47,9222
48,9273
49,8146
50,6565
51,5150
52,4225
53,3634
54,3183
55,2954
56,3111
57,3025
58,3147
59,2907
60,3100
61,3021
62,3001
63,2576
64,3276
65,3269
66,3285
67,3113
68,3319
69,3338
70,3507
71,3373
72,3722
73,3668
74,3582
75,3735
76,3688
77,3417
78,3630
79,3183
80,3595
81,3221
82,3254
83,3039
84,3219
85,3260
86,3434
87,3414
88,3887
89,4261
90,4619
91,4479
92,4580
93,4374
94,3966
95,3348
96,3515
97,3079
98,2500
99,2416
100,2317
101,2120
102,2135
103,1834
104,2110
105,1949
106,1950
107,1903
108,2102
109,2224
110,2601
111,2435
112,2998
113,3185
114,3219
115,3331
116,3109
117,2993
118,2764
119,2288
120,2341
121,2154
122,1946
123,1766
124,1735
125,1718
126,1676
127,1532
128,1994
129,2068
130,2439
131,2581
132,2884
133,3324
134,3445
135,3336
136,3587
137,3594
138,3430
139,3068
140,3002
141,2654
142,2509
143,1855
144,1867
145,1783
146,1628
147,1522
148,1542
149,1716
150,1971
151,2071
152,2495
153,2870
154,3177
155,3434
156,3640
157,3982
158,3956
159,3476
160,3891
161,3623
162,3285
163,2826
164,2698
165,2260
166,2028
167,1658
168,1496
169,1423
170,1121
171,1041
172,909
173,967
174,854
175,713
176,833
177,865
178,827
179,736
180,721
181,725
182,699
183,683
184,640
185,584
186,576
187,572
188,535
189,527
190,527
191,379
192,557
193,463
194,435
195,507
196,442
197,452
198,384
199,416
200,459
201,430
202,481
203,432
204,446
205,411
206,449
207,354
208,454
209,424
210,392
211,357
212,383
213,406
214,368
215,366
216,388
217,365
218,376
219,371
220,344
221,333
222,369
223,338
224,357
225,356
226,427
227,365
228,380
229,437
230,390
231,374
232,432
233,426
234,368
235,466
236,531
237,559
238,608
239,615
240,717
241,840
242,873
243,994
244,1105
245,1250
246,1218
247,1196
248,1319
249,1335
250,1351
251,1319
252,1257
253,1151
254,1220
255,921
256,924
257,811
258,752
259,634
260,562
261,544
262,396
263,419
264,373
265,351
266,340
267,347
268,362
269,354
270,306
271,276
272,319
273,263
274,307
275,289
276,289
277,272
278,256
279,248
280,277
281,302
282,282
283,316
284,287
285,253
286,310
287,254
288,321
289,261
290,302
291,299
292,344
293,358
294,377
295,389
296,358
297,350
298,354
299,355
300,370
301,335
302,343
303,318
304,328
305,273
306,330
307,291
308,363
309,298
310,335
311,271
312,286
313,293
314,310
315,296
316,287
317,285
318,380
319,299
320,266
321,271
322,284
323,294
324,268
325,327
326,271
327,249
328,302
329,261
330,260
331,212
332,273
333,303
334,218
335,211
336,274
337,240
338,223
339,241
340,237
341,249
342,221
343,224
344,222
345,252
346,254
347,206
348,243
349,220
350,253
351,173
352,228
353,236
354,222
355,242
356,185
357,219
358,173
359,173
360,202
361,192
362,173
363,185
364,188
365,151
366,189
367,156
368,190
369,175
370,208
371,182
372,183
373,180
374,147
375,189
376,178
377,170
378,204
379,146
380,157
381,155
382,189
383,180
384,214
385,219
386,221
387,213
388,213
389,221
390,228
391,227
392,251
393,263
394,280
395,266
396,244
397,247
398,295
399,218
400,242
401,250
402,234
403,224
404,208
405,218
406,210
407,204
408,183
409,174
410,157
411,145
412,166
413,170
414,150
415,120
416,162
417,173
418,133
419,183
420,173
421,179
422,142
423,119
424,170
425,169
426,166
427,175
428,145
429,145
430,129
431,160
432,177
433,161
434,151
435,126
436,126
437,168
438,139
439,133
440,134
441,119
442,136
443,119
444,130
445,133
446,110
447,109
448,128
449,140
450,150
451,127
452,150
453,152
454,124
455,129
456,170
457,125
458,174
459,158
460,129
461,114
462,137
463,158
464,146
465,182
466,153
467,156
468,149
469,146
470,116
471,154
472,130
473,109
474,135
475,126
476,120
477,135
478,110
479,108
480,126
481,86
482,135
483,111
484,120
485,134
486,142
487,94
488,88
489,90
490,114
491,84
